,Unnamed: 0,textID,text,selected_text,sentiment
29,29.0,d22e6d40a7,Went to sleep and there is a power cut in Noida  Power back up not working too,Power back up not working too,negative
30,30.0,d33f811375,I`m going home now. Have you seen my new twitter design? Quite....heavenly isn`****?,Quite....heavenly,positive
31,31.0,7d8c4c11e4,i hope unni will make the audition . fighting dahye unni !,hope,positive
32,32.0,1c31703aef, If it is any consolation I got my BMI tested hahaha it says I am obesed  well so much for being unhappy for about 10 minutes.,well so much for being unhappy for about 10 minute,negative
33,33.0,2dc51711bc, That`s very funny.  Cute kids.,funny.,positive
34,34.0,d21ab5855b," Ahhh, I slept through the game.  I`m gonna try my best to watch tomorrow though. I hope we play Army.","Ahhh, I slept through the game.  I`m gonna try my best to watch tomorrow though. I hope we play Army.",neutral
35,35.0,4f5267ad70,"Thats it, its the end. Tears for Fears vs Eric Prydz, DJ Hero   http://bit.ly/2Hpbg4","Thats it, its the end. Tears for Fears",neutral
36,36.0,2724775d6b,Born and raised in NYC and living in Texas for the past 10 years!  I still miss NY,miss,negative
37,37.0,1cbc812ece,"just in case you wonder, we are really busy today and this coming with with adding tons of new blogs and updates stay tuned","just in case you wonder, we are really busy today and this coming with with adding tons of new blogs and updates stay tuned",neutral
38,38.0,4b61dffbeb,i`m soooooo sleeeeepy!!! the last day o` school was today....sniffle....,soooooo sleeeeepy!!!,negative
39,39.0,2863f435bd,"A little happy for the wine jeje ok it`sm my free time so who cares, jaja i love this day",A little happy fo,positive
40,40.0,d93afa85cf," Car not happy, big big dent in boot! Hoping theyre not going to write it off, crossing fingers and waiting","Car not happy, big big dent in boot! Hoping theyre not going to write it off, crossing fingers and waiting",neutral
41,41.0,fab6b7d16c,im an avid fan of **** magazine and i love your magazines,avid fan of,positive
42,42.0,2e7082d1c8,MAYDAY?!,MAYDAY?!,neutral
43,43.0,684081e4e7,"RATT ROCKED NASHVILLE TONITE..ONE THING SUCKED, NO ENCORE!  LIKE IN THE 80`S THEY STILL HAVE A FUN SHOW. PEARCY HAS THAT HOTT BAD BOY LOOK","RATT ROCKED NASHVILLE TONITE..ONE THING SUCKED, NO ENCORE!  LIKE IN THE 80`S THEY STILL HAVE A FUN SHOW. PEARCY HAS THAT HOTT BAD BOY LOOK",neutral
44,44.0,c77717b103, I love to! But I`m only available from 5pm.  and where dear? Would love to help  convert her vids.ï¿½,I love to!,positive
45,45.0,a9d499e123,The girl in the hair salon asked me 'Shall I trim your eyebrows!' How old do I feel?,The girl in the hair salon asked me 'Shall I trim your eyebrows!' How old do I feel?,neutral
46,46.0,ddf296dffa,egh blah and boooooooooooo i dunno wanna go to work  HANGOVERS SUCKKKKKK Im a drunk mess!,SUCKKKKKK,negative
47,47.0,c3924dc9e4,:visiting my friendster and facebook,:visiting my friendster and facebook,neutral
48,48.0,3d9d4b0b55,"i donbt like to peel prawns, i also dont like going shopping, running out of money and crawling round the car looking for more",dont like go,negative
49,49.0,3fcea4debc, which case? I got a new one last week and I`m not thrilled at all with mine.,d I`m not thrilled at all with mine.,negative
50,50.0,a3ae670885, Then you should check out http://twittersucks.com and connect with other tweeple who hate twitter,Then you should check out http://twittersucks.com and connect with other tweeple who hate twitter,neutral
51,51.0,15d5f3a41b," also bored at school, its my third freelesson( freistunde )","also bored at school, its my third freelesson( freistunde )",neutral
52,52.0,3c4a21b2cb, hm... Both of us I guess...,hm... Both of us I guess...,neutral
53,53.0,11084dac09, it is ****...u have dissappointed me that past few days,it is ****...u have dissappointed me that past few days,negative
54,54.0,d8ba2a99a9, romance zero is funny,romance zero is funny,positive
55,55.0,e77fd45003, I`d rather do the early run..but I am a morning runner,I`d rather do the early run..but I am a morning runner,neutral
56,56.0,b159318d76,Bah a coworker ran into work late and her bag smacked into my knee  it really hurts now,hurts,negative
57,57.0,6086b1f016,will be back later.  http://plurk.com/p/rp3k7,will be back later.,neutral
58,58.0,703afdc44b,Aw. Torn ace of hearts  #Hunchback,Torn ace of hearts,negative
59,59.0,90f3d2b572, what fun are you speaking of?,what fun are you speaking of?,neutral
60,60.0,52483f7da8,"i lost all my friends, i`m alone and sleepy..i wanna go home","i lost all my friends, i`m alone and sleepy..",negative
61,61.0,a4b0888da6, haha yes,haha yes,neutral
62,62.0,2a9765b7f9,I give in to easily,I give in to easily,negative
63,63.0,90a2cdb657,What better way to spoil mum than to let her kick back and relax over a nice meal and a bottle of her favorite wine? Our wine was a red,favorite,positive
64,64.0,98f25bc596,mannnn..... _ got an iphone!!! im jealous....  http://bit.ly/NgnaR,jealous..,negative
65,65.0,23e1f7dca4,Is at a photoshoot.,Is at a photoshoot.,neutral
66,66.0,95e12b1cb1,  He`s awesome... Have you worked with him before? He`s a good friend.,s awesome,positive
67,67.0,c34feef039,Yay playing a show tonight! Boo it`s gonna soggy and I`m at work right before playing,Yay playing a show tonight! Boo it`s gonna soggy and I`m at work right before playing,neutral
68,68.0,fa2654e730,Chilliin,Chilliin,positive
69,69.0,187494c25b," If you know such agent, do let me know","If you know such agent, do let me know",neutral
70,70.0,4213627c3c,I still smell of smoke  #kitchenfire,I still smell of smoke  #kitchenfire,neutral
71,71.0,a4e00d4d26, a celtics-lakers rematch sounds better don`t you think? lol,better,positive
72,72.0,04e2e334de,"Anyone have an extra Keane ticket? I promise to buy you a drink and take rad pics for your FB / Blog / Flickr., etc","Anyone have an extra Keane ticket? I promise to buy you a drink and take rad pics for your FB / Blog / Flickr., etc",neutral
73,73.0,0c4aa867d0,"'you can ride one, you can catch one, but its not summer til you pop open one'  ?","'you can ride one, you can catch one, but its not summer til you pop open one'  ?",neutral
74,74.0,a6c61eac26, she is good! so gor-juz yea i kno i asked her yesterday when we were at tha hospital if she talked to u and she said no,she is good! so gor-juz yea i kno i asked her yesterday when we were at tha hospital if she talked to u and she said no,neutral
75,75.0,94bd67443c,OK - I`m out of here for now. Just popped in to say Hi and check on things. I`ll probably head to the guttah later on tonight,OK - I`m out of here for now. Just popped in to say Hi and check on things. I`ll probably head to the guttah later on tonight,neutral
76,76.0,35f393a245,"WOW, i AM REALLY MiSSiN THE FAM(iLY) TODAY. BADDD.",BADDD.,negative
77,77.0,b2c9f115b1, My sources say no,My sources say no,neutral
78,78.0,0a61cbf4b5,I am sooo tired,I am sooo tired,negative
79,79.0,ee9ec7a5a4," Hey, you change your twitter account, and you didn`t even tell me...","Hey, you change your twitter account, and you didn`t even tell me...",neutral
80,80.0,bbbc46889b, THANK YYYYYYYYYOOOOOOOOOOUUUUU!,THANK YYYYYYYYYOOOOOOOOOOUUUUU!,positive
81,81.0,58d382e07a, lucky kid...i so wanna see loserville  pity im in oz....,lucky,positive
82,82.0,cb4d439ebc,fell asleep waiting for my ride!,fell asleep waiting for my ride!,neutral
83,83.0,64ed512788,Sick. With a flu like thing.,Sick.,negative
84,84.0,4cd390c007,"Still no reply from  about my SimFinger problem  So no iRape parody video until I get a response, sorry guys",", sorry guys",negative
85,85.0,3d2fcd78c8,Happy Star Wars day everyone! and Enjoy the holiday (UK),Happy Star Wars day everyone! and Enjoy the holiday (UK),positive
86,86.0,0c0563423e, Miles from you   I`m in Essex so give me plenty of warning so I can arrive in time to get at least one of those free beers.,Miles from you   I`m in Essex so give me plenty of warning so I can arrive in time to get at least one of those free beers,neutral
87,87.0,cd0d522bb1,"His snoring is so annoying n it keeps me from sleeping (like right now, lol) but I honestly wud miss it if it eva left  I love him.","His snoring is so annoying n it keeps me from sleeping (like right now, lol) but I honestly wud miss it if it eva left  I love him.",neutral
88,88.0,bffa3ddd61,i miss you bby      wish you were going tomorrow to make me do good.,i miss you bby,negative
89,89.0,9339ee8e0b, Well what im working on isn`t QUITE ready to post about publicly (still beta testing) but its a cool new script I coded,cool,positive
90,90.0,a76f9cf8ce, SWEEEEET - San Fran is awesome!!!!  Love it there,Love it there,positive
91,91.0,4ce121e2ad,_Mounce yes and it lasts way past my bedtime!,_Mounce yes and it lasts way past my bedtime!,neutral
92,92.0,a3de81e1ba, Hi  how are you doing ???  *just joined twitter...*,Hi  how are you doing ???  *just joined twitter...,neutral
93,93.0,55bacda5eb,waiting for sleeping pills to kick in... gonna be so tired at work tomorrow,tired,negative
94,94.0,b63ed6da62,eating ice cream and then getting ready for graduation.,eating ice cream and then getting ready for graduation.,neutral
95,95.0,4c41a35a2a,Happy Mothers day to all you Mums out there,Happy Mothers day to all you Mums out there,positive
96,96.0,61a8e11e8a," CASEY`S GONE?!?! BUT WHY?! So, she piddled a little on the carpet. She`s prolly freaked cause it`s new. Can we get her back?",freaked,negative
97,97.0,447dc22c81, hemp cloth is marvelous but unfortunately no,unfortunately,negative
98,98.0,3408db03a3,Gonna read a story bout adam lambert online then bed. Nighty night,Gonna read a story bout adam lambert online then bed. Nighty night,neutral
99,99.0,92e1b6846e, We saw that in none 3D - the baddie`s the best,best,positive
100,100.0,2207d982bc,4am. And Im on the beach. Pretty,Pretty,positive
101,101.0,15e01e1749," Certainly not Cheers than, huh?","Certainly not Cheers than, huh?",neutral
102,102.0,ebcdf07ac5,"1 week post my'horrible, traumatic jumping cholla accident.'-cholla`s next dirty trick:pieces are starting to emerge from my hand! Ouch!","horrible,",negative
103,103.0,fd9fb4f1ad,i realy wanted to go out cause its so nice but everybodys busy,busy,negative
104,104.0,6b018d3d2d, Awesome.  I`m down in Ocean Beach (if you know where that is.) By the way. 'YourBiggestFan' I`m a re-al big fan of you-rs.,Awesome.,positive
105,105.0,327a009a7d,at least I get to watch over time  Let`s go Pens!!,at least I get to watch over time  Let`s go Pens!!,neutral
106,106.0,d0d3c6f298, cool i wear black most of the time when i go out,cool i wear black most of the time when i go out,neutral
107,107.0,40649553ef, haha I do not know how to work blip apart from the obvious! thanks for reblipping my song  have a nice day ****,thanks,positive
108,108.0,561b44a42f, have a safe trip joshy poo.......you`ll knock them dead at your speech,safe,positive
109,109.0,a05aea73d7," woof, I wish I was allowed to go",I wish I was allowed to go,positive
110,110.0,9c4817f73b,if u have a friendster add me!!!!!!!!!        my email adress      add me  loco_crime_1st.com        add me leave some comment,if u have a friendster add me!!!!!!!!!        my email adress      add me  loco_crime_1st.com        add me,neutral
111,111.0,f0c1601d8b,  has tickets.......?,has tickets.......?,neutral
112,112.0,d421fbd332,"Thank you, Afrin Nasal Spray! Also, I got a giant teacup tonight!","Thank you,",positive
113,113.0,99b7ec4b0b, ACSM. it`s unfathomable.  i think the other one .. and the .. is one that should be kept to the comfort of our bedrooms. yes?,ACSM. it`s unfathomable.  i think the other one .. and the .. is one that should be kept to the comfort of our bedrooms. yes?,neutral
114,114.0,a655fbb5eb,"Aww, I love my daddy! He works 7 days a week almost all day and still tries to go to SF with all of us",I love my,positive
115,115.0,43e9a93104,So many tests todayyy  I don`t feel confident about anyy.,I don`t feel confident,negative
116,116.0,401869d615,graduation is done  im a little sad.. anyone want to hang out???,sad.,negative
117,117.0,9843c4688e, hahaa your awesomee !,hahaa your awesomee !,positive
118,118.0,87fbf14655,holy smokes! star trek was freaking awesomeeeee,awesomeeeee,positive
119,119.0,22d1806fa0,"I hate Fallout 3 it keeps making me jump, I`m also low on health, money, ammo and food  don`t worry I`ll get through it.","I hate Fallout 3 it keeps making me jump, I`m also low on health, money, ammo and food  don`t worry I`ll get through it.",neutral
120,120.0,9d2cffd953," I had it! On my itunes, but then I lost all my songs.","I had it! On my itunes, but then I lost all my songs.",neutral
121,121.0,f78761f7ec,What`s with the gloomy weather? The sun must be too tired to come out and play  heading to victoria gardens for some impulse buys haha,What`s with the gloomy weather? The sun must be too tired to come out and play  heading to victoria gardens for some impulse buys haha,neutral
122,122.0,66057d58c2,"Not looking forward to next week: Maths, Geography, English and French exams, totalling 7 hours",Not looking forward,negative
123,123.0,af90ad5989," Poor you  Get outside and sleep in the garden, the sun will do you good. But don`t forget suncream!!!",Poor you,negative
124,124.0,f0460d611d,not well,not well,negative
125,125.0,6649f3558c, Not a prob hun,Not a prob,positive
126,126.0,24532ab83c,"at dads, watching some mtv and am going on sims2 in a minutee","at dads, watching some mtv and am going on sims2 in a minutee",neutral
127,127.0,8e1583cb08, Absolutely,Absolutely,neutral
128,128.0,4ea61dbc7a, what`s the matter chickadee?,what`s the matter chickadee?,neutral
129,129.0,94f67cfa6d, hey mia!  totally adore your music.  when will your cd be out?,y adore,positive
130,130.0,29dfaf5e3b,"Shopping. Cleaning. BMFing. Webcam chatting with nephews. Nothing spesh, but a good bank holiday Monday nonetheless",good,positive
131,169.0,7162d447ab,first night in myers. just not the same w/out lydia!  but i`m actually excited about this summer!,excited,positive
132,170.0,f3d95b57b1, good morning,good morning,positive
133,171.0,5e4eac2b2e, its the best show EVER!,its the best show EVER!,positive
134,172.0,bc02870b7d,URL in previous post (to timer job) should be http://bit.ly/a4Fdb. I`d removed space which messed up URL.  ^ES,messed,negative
135,173.0,80e45e833f,i think iv hurt my tooth  and eilish and cassie are having a drawing competiton to draw cookies and pineapples haha :L .,i think iv hurt my tooth  and eilish and cassie are having a drawing competiton to draw cookies and pineapples haha :L .,neutral
136,174.0,f29df52d91, I want to know when the auditions are Mander! Text or...reply please!,I want to know when the auditions are Mander! Text or...reply please!,neutral
137,175.0,079e4e3472,or even NOOOOO NOT THE SECRET NAMEREBECCA PLEASE,NOT THE SECRET NAMEREBECCA PLEASE,negative
138,176.0,557e676fe4, I miss my neice  can`t wait to see her bad n grown ****! Lol,miss,negative
139,177.0,8d09044937,i need to get my computer fixed,i need to get my computer fixed,neutral
140,178.0,9d3a1e0269,really hopes her car`s illness is not terminal...,illness,negative
141,179.0,7ff2dbbe25,"All the cool people I want to find for following today are #English, and I guess the English don`t tweet.","All the cool people I want to find for following today are #English, and I guess the English don`t tweet.",neutral
142,181.0,417176c08e,who watched X-men origins: wolverine? i totally loved it! haha,i totally loved it!,positive
143,182.0,2bf5c7dba7, I VOTED!!! do u have a personal myspace? i keep talking to fakes   i <3 you. u helped me thru the hrdest time of my life! (: x,i <3 you. u helped me thru the hrdest time of my life!,positive
144,183.0,8407ac30b0, I`m sad that I missed you guys last night!,sad,negative
145,184.0,6ed347b1a5,Finally got a call for marriage counseling 3 days late....,Finally got a call for marriage counseling 3 days late....,neutral
146,185.0,97625460cf, ok then,ok then,neutral
147,186.0,32e4ffe225,_420 why baby?,why baby?,neutral
148,187.0,24ee55f264,today was the last day of high school for me and i ended up going home sick! ... stupid dead rats,sick!,negative
149,188.0,82b75647fd,We`re having an impromptu pool party... Except I don`t know how to swim so I can`t get in,We`re having an impromptu pool party... Except I don`t know how to swim so I can`t get in,neutral
150,189.0,a0a306868a,lost my tooth 2day whilst i was eating gum...oww,oww,negative
151,190.0,9b11b686ec,happy 1 year! <3,happy 1 year! <3,positive
152,191.0,7e7bc11e45,"Oh, I HELLA forgot to say my official good morning  Like to hear it? Here it go! Goooooooooooood Morrrrrrrrning Twitterville! Lol",Goooooooooooood Morrrrrrrrning,positive
153,192.0,28dbada620, *phew*  Will make a note in case anyone else runs into the same issueï¿½,*phew*  Will make a note in case anyone else runs into the same issueï¿½,neutral
154,193.0,3e880ec28d,  WHAT ABOUT ME ??  I VOTE EVERY DAY FOR YOU !!!!!,WHAT ABOUT ME ??  I VOTE EVERY DAY FOR YOU !!!!!,negative
155,194.0,38271074d1,I`m starving!! This diet is killing me but I can`t eat after 8pm,This diet is killing me,negative
156,195.0,ef12a3d183, i talk to you,i talk to you,neutral
157,196.0,f0db54f5bf,im soo bored...im deffo missing my music channels,bored..,negative
158,197.0,e651d415c6, nite nite bday girl  have fun at concert,e fun,positive
159,198.0,931a866d3f,"Had nicotine replacement patch on for 4 hours. So far, so good, but I did sleep for most of those 4 hours. Getting a bit twitchy now","So far, so good, but I did sleep for most of those 4 hours. Getting a bit twitchy now",neutral
160,199.0,7a718b23ef,_Sanderson What`s with Twatter lately?  Either I can`t get on or the replies don`t turn up!,What`s with Twatter lately?  Either I can`t get on or the replies don`t turn up!,neutral
161,200.0,a6fccce9db,should be sleeping.  lost my voice a couple day ago.,lost my voice,negative
162,201.0,c017d0c221,http://twitpic.com/66xlm -  hate when my PARKED car gets hit,hate,negative
163,202.0,287755c5dd, I`ve heard this fall. I`m waiting too!,I`ve heard this fall. I`m waiting too!,neutral
164,203.0,58c435d2cf, more nightmares?  *huggles*,more nightmares?  *huggles*,neutral
165,204.0,e6ee6826df,I AM SUCH A CREEPER  I feel disappointed because of it. **** my cyberstalking skills   the internet = no more privacy.,I AM SUCH A CREEPER  I feel disappointed because of it. **** my cyberstalking skills   the internet = no more privacy,negative
166,205.0,01b2476dd7,going to bed its late and I have headache,headache,negative
167,206.0,e02cf4af4c,happy mother`s day to all moms out there...,happy,positive
168,207.0,2dc0dc0d5d,Grabbing coffee from  then making mom breakfast,Grabbing coffee from  then making mom breakfast,neutral
169,208.0,1b13ed8b4b,im thinking that im going to have fun tonight....and maybe some changes are coming,going to have fun,positive
170,209.0,b6b35af246, thanks. before the major chop.,thanks. before the major chop.,neutral
171,210.0,375e74d063," Haha I know, I cant handle the fame!  and thank you!",d thank you!,positive
172,211.0,4700be3234,just got up and updated my ipod,just got up and updated my ipod,neutral
173,212.0,e5c6a6bb5a, yes! sober HAHAHA tanghaling tapat dude! haha WILD. i don`t knowwww  plan plan  before you go to US!,HAHAHA,positive
174,213.0,4f84bea1cc, We never miss ICarly - my son has a huge crush on Miranda,crush,positive
175,214.0,4c73ad2888,Saw James carville in the store today. His head is really that bald,Saw James carville in the store today. His head is really that bald,neutral
176,215.0,2dcd8766a8,yellow for   ? http://blip.fm/~5z05g,yellow for   ? http://blip.fm/~5z05g,neutral
177,216.0,234093bef1, which means you`re just going to have to come back to vancouver and have it our way! hahah,which means you`re just going to have to come back to vancouver and have it our way! hahah,neutral
178,217.0,ca832cad51,Feeling smooth like chrome,Feeling smooth,positive
179,218.0,a8734230b6,Ew traffic,Ew traffic,negative
180,219.0,0b5c2a7d7c,"downloading songs while trying to sneak a lil homework in too, which should be my main priority not songs lol","downloading songs while trying to sneak a lil homework in too, which should be my main priority not songs lol",neutral
181,220.0,e70d294d95,@_Ra_Ra_ your not alone...i need coffee too.,your not alone...i need coffee too.,neutral
182,221.0,f84b89a828, Sounds like me,Sounds like me,neutral
183,222.0,ee37bea884,Bad day  The day you realize what mess you`ve put me through will be one of the happiest days of my life...,Bad day  The day you realize what mess you`ve put me through will be one of the happiest days of my life...,neutral
184,223.0,242d92151a,Walking to class. I hate not having a bike....especially mine.,I hate not having a bike..,negative
185,224.0,f3a77c2b5e,_nesmith,_nesmith,neutral
186,225.0,1d6411e9dd,"failed inspection. Did you know you can pass wo/oven, but not wo/anti-tip bracket, which is only sold w/oven? This is worse than taxes.",This is worse than taxes.,negative
187,226.0,151c10cc39,"JONAS BROTHERS - Live to party.                It`s rocking so hard     I love the song,",JONAS BROTHERS - Live to party.                It`s rocking so hard,positive
188,227.0,7b1927e748,happy mother`s day to all the mothers in the world.,happy,positive
189,228.0,9a6f4d05d5,"35mins through the 1hr 20mins Google Wave demo, that looks a lot of fun, would love to test it though.  http://bit.ly/WnMSc",would love to test it though.,positive
190,229.0,0cb4504f2c,Sleepy Tabz is heading to bed.  Fun night! Listened through the next episode of Joss`d!,Fun night!,positive
191,230.0,ae21c1ac38,The exception for a short dude: Larenz fineass Tate yum,The exception for a short dude: Larenz fineass Tate yum,neutral
192,231.0,8f3e73cf09,"Screw the reviews, I thought Wolverine was awesome. But not enough Dominic Monaghan for my liking.",I thought Wolverine was awesome.,positive
193,232.0,c7489a23fa,"If you followed us recently, PLEASE dont be offended that we haven`t followed back. We hit our limit.   Hopefully we will be free soon.",Hopefully,positive
194,233.0,148ac38bea, Yes i work 6 to 3...,Yes i work 6 to 3...,neutral
195,234.0,641555ac70," Hmmm, maybe that`s what they meant. They eluded to something brand new but you know how the media is","Hmmm, maybe that`s what they meant. They eluded to something brand new but you know how the media is",neutral
196,235.0,4bda359cbb,Done at the spa   now meeting vic for some late lunch!,Done at the spa   now meeting vic for some late lunch!,neutral
197,236.0,ed084a1fa7,Happy monday  up and about going to tavares today. Hope everyone has a blessed day!,Happy,positive
198,237.0,1af124bc1c, Always have wanted to go to Oz,Always have wanted to go to Oz,neutral
199,238.0,e98226e842, Thx,Thx,neutral
200,239.0,85ec413e54, http://twitpic.com/4jaz5 - Cool... luv it,luv,positive
201,240.0,7df7221145,  that`s why I need to be there...To represent the Blackberries,that`s why I need to be there,positive
202,241.0,0ab8f9c4bc,Okay so I`m dedicating my 300th tweet to the fact that I`m going to the Apple store because there is a HUGE crack on the glass screen!,Okay so I`m dedicating my 300th tweet to the fact that I`m going to the Apple store because there is a HUGE crack on the glass screen!,neutral
203,242.0,06cad97de6, If only we could ever actually be allowed to stay here and do that,If only we could ever actually be allowed to stay here and do that,neutral
204,243.0,37f6bd5ac5, Let me know how that turns out!!,Let me know how that turns out!!,neutral
205,244.0,9bef0d7135, was that sass I detect?  As long as it isn`t back sass! Haha,was that sass I detect?  As long as it isn`t back sass! Haha,neutral
206,245.0,7436ec1a2c," yeah I was thinking about that ,ahaha",",ahaha",positive
207,246.0,cf10e9309a, Sports Bar Shatranjanpoli Rest Ph 26498457 All Sports Bar Andheri W 26733333 Dont know whether that helps. Google ki jai ho,Sports Bar Shatranjanpoli Rest Ph 26498457 All Sports Bar Andheri W 26733333 Dont know whether that helps. Google ki jai ho,neutral
208,247.0,ce69e99e71,I`m not sleeping at all until  accepts my appology,I`m not sleeping at all un,negative
209,248.0,6402e14398,"Wolverine Was BOSS! Seriously, And Will.I.Am Was In It, What The **** ??","Seriously,",negative
210,249.0,914c40995f," I live for pain, bring it on","I live for pain, bring it on",neutral
211,250.0,258f37341e,"okay, i`m out for a while  back later!","okay, i`m out for a while  back later!",neutral
212,251.0,77ba0fee75,  #powerblog What is this powerblog challenge you keep talking about?  I`m a newbie follower,g What is this powerblog challenge you keep talking about?  I`m a newbie followe,neutral
213,252.0,96a4ce0d47,almost died. Laptop screen was set to 100% brightness after I reinstalled Windows Vista. Got a headache now  #insanedefaults,died.,positive
214,253.0,5bcc50c275,Waiting for tish to get off. Got to drive my moms CRV to pick her up all my myself and duckie. First time,Waiting for tish to get off. Got to drive my moms CRV to pick her up all my myself and duckie. First time,neutral
215,254.0,c5645758be,"Trying to decide on a movie with the friends.. not going to well! lol :p  No bible study 2nite, which means ****-day cake  buy my own??",not going to well!,negative
216,255.0,7e3c091fc2,going to shower because i don`t want to smell at school tomorrow,going to shower because i don`t want to smell at school tomorrow,neutral
217,256.0,869bb56451, Sigh... you know I am...,Sigh... you know I am...,neutral
218,257.0,09ad12cc5c,"discovered cause of a bug in the new #NetPLAYER 4 build. Publishing bug fix now, hopefully new beta by tomorrow",hopefully,positive
219,258.0,251aa82551,Here are 4 FREE twitter tools will get you followers  http://short.to/511q http://jijr.com/hulz http://short.to/511r http://2ve.org/xPG0/,Here are 4 FREE twitter tools will get you followers  http://short.to/511q http://jijr.com/hulz http://short.to/511r http://2ve.org/xPG0/,neutral
220,259.0,8e0a0ffbe1,just got home from work.... and is chugging down a big bottle of apple juice.,just got home from work.... and is chugging down a big bottle of apple juice.,neutral
221,260.0,799f65f193, Yes it does. Please dont` go. If you die I will cry.. which normally leads to small animals getting harmed,g harmed,negative
222,261.0,d06582e26d,writing report cards  soooo tired but what an amazing day. check it out on fb soon!,what an amazing day.,positive
223,262.0,dbe1d16b29, it was only once for my big brother...and I`m done now,it was only once for my big brother...and I`m done now,neutral
224,263.0,7809dd704a,good news: finally finished my #EASactive workout that has been paused for 6 hours. bad news: my resistance band is torn,good news: finally finished my #EASactive workout that has been paused for 6 hours. bad news: my resistance band is torn,neutral
225,264.0,97334eb7c0,"Well good morning all, What a wonderful day in the neighborhood  Thanks for all those that are now following another 60 this morning","Well good morning all, What a wonderful day in the neighborhood  Thanks for all those that are now following another 60 this morning",positive
226,265.0,e1546f901a,FTSK and Mercy Mercedes were amazing tonight.. as always,were amazing tonight..,positive
227,266.0,2ece7f3810,  hope he is ok!,hope,positive
228,267.0,ba309a37d1,can`t school just be done already? it hurts too much... seeing him every day,it hurts too much...,positive
229,268.0,84ca20505a,"I waited, listening to wind blowing through the tumbleweed? Are none of you old enough to know what to do when someone says 'Crackerack'?","I waited, listening to wind blowing through the tumbleweed? Are none of you old enough to know what to do when someone says 'Crackerack'?",neutral
230,269.0,de8c4c410d, Hell Yeah!,Hell Yeah!,neutral
231,270.0,e33d5ceea2, HIM shirt at dinner? Do you need to ask??  Does it actually have Ville on it?,HIM shirt at dinner? Do you need to ask??  Does it actually have Ville on it?,neutral
232,271.0,394881b7d0, i know!!,i know!!,neutral
